time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010458500000	-10.9957	-7.44949	5.08586	3.78532	-0.35462	lidar	1.30433e-321	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1877	-7.58449	5.04022	3.76561	-0.357291	radar	1.29445e-321	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3303	-7.74883	4.99645	3.77913	-0.312537	lidar	1.30433e-321	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5291	-7.87063	4.9623	3.75316	-0.328034	radar	1.29445e-321	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7082	-7.97631	4.90824	3.72937	-0.340432	lidar	1.30433e-321	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9055	-8.08304	4.82934	3.70174	-0.356783	radar	1.29445e-321	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1201	-8.17348	4.81167	3.66377	-0.38667	lidar	1.30433e-321	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3483	-8.29963	4.90029	3.64514	-0.381271	radar	1.29445e-321	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5503	-8.38216	4.86221	3.61406	-0.399905	lidar	1.30433e-321	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7616	-8.45932	4.79506	3.57737	-0.429224	radar	1.29445e-321	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0369	-8.5508	4.85748	3.53498	-0.45748	lidar	1.30433e-321	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2881	-8.64778	4.92492	3.51189	-0.450931	radar	1.29445e-321	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5072	-8.69709	4.89195	3.47337	-0.47519	lidar	1.30433e-321	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7313	-8.7235	4.8116	3.41769	-0.533596	radar	1.29445e-321	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9477	-8.85054	4.82066	3.42888	-0.478878	lidar	1.30433e-321	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1985	-8.94531	4.9158	3.42694	-0.429855	radar	1.29445e-321	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4148	-9.07088	4.91147	3.44129	-0.378885	lidar	1.30433e-321	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.644	-9.14149	4.89014	3.42156	-0.38384	radar	1.29445e-321	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9322	-9.13289	4.9374	3.35191	-0.454328	lidar	1.30433e-321	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1903	-9.20769	4.97185	3.34122	-0.434415	radar	1.29445e-321	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4487	-9.33705	5.01098	3.36104	-0.374421	lidar	1.30433e-321	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.693	-9.3618	4.95906	3.31776	-0.425523	radar	1.29445e-321	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9467	-9.45502	4.98182	3.32299	-0.387332	lidar	1.30433e-321	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2	-9.45853	4.96133	3.27511	-0.437908	radar	1.29445e-321	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4523	-9.44993	4.96568	3.23155	-0.468367	lidar	1.30433e-321	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6724	-9.44443	4.90892	3.19269	-0.500608	radar	1.29445e-321	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9552	-9.42875	4.96029	3.1499	-0.523604	lidar	1.30433e-321	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2046	-9.49749	4.98411	3.16947	-0.445855	radar	1.29445e-321	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4637	-9.51879	4.99808	3.1553	-0.434184	lidar	1.30433e-321	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7222	-9.5049	4.99372	3.11869	-0.465276	radar	1.29445e-321	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9769	-9.47129	5.00454	3.08206	-0.483347	lidar	1.30433e-321	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2227	-9.42806	4.98539	3.03695	-0.525588	radar	1.29445e-321	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4213	-9.48311	4.90181	3.05643	-0.465981	lidar	1.30433e-321	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.657	-9.47379	4.90542	3.04849	-0.432468	radar	1.29445e-321	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9051	-9.46701	4.90734	3.03644	-0.419327	lidar	1.30433e-321	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1349	-9.43009	4.90301	3.01653	-0.409383	radar	1.29445e-321	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3827	-9.30252	4.93902	2.94758	-0.474507	lidar	1.30433e-321	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6175	-9.22106	4.92335	2.89846	-0.525292	radar	1.29445e-321	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8691	-9.09351	4.96766	2.83962	-0.567722	lidar	1.30433e-321	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1079	-8.98998	4.98886	2.80192	-0.573215	radar	1.29445e-321	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2779	-9.13544	4.7899	2.88261	-0.437373	lidar	1.30433e-321	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5163	-9.09679	4.79626	2.87817	-0.406202	radar	1.29445e-321	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7381	-8.99857	4.80223	2.84107	-0.428315	lidar	1.30433e-321	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9799	-8.91695	4.81899	2.81302	-0.443057	radar	1.29445e-321	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1759	-8.84943	4.77075	2.79458	-0.439579	lidar	1.30433e-321	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4089	-8.76071	4.77858	2.76538	-0.458743	radar	1.29445e-321	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6012	-8.73975	4.69762	2.77285	-0.42089	lidar	1.30433e-321	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7925	-8.58886	4.66791	2.69439	-0.539045	radar	1.29445e-321	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9945	-8.51309	4.6403	2.67997	-0.523313	lidar	1.30433e-321	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.40841	4.65879	2.66665	-0.485782	radar	1.29445e-321	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4356	-8.3103	4.68302	2.651	-0.473733	lidar	1.30433e-321	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6268	-8.19285	4.66271	2.61723	-0.497637	radar	1.29445e-321	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8637	-7.94505	4.81106	2.54015	-0.559875	lidar	1.30433e-321	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0549	-7.79155	4.8013	2.48537	-0.628695	radar	1.29445e-321	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.281	-7.61333	4.87261	2.44894	-0.631808	lidar	1.30433e-321	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4832	-7.47809	4.88598	2.45298	-0.545797	radar	1.29445e-321	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6483	-7.33493	4.84806	2.42703	-0.546039	lidar	1.30433e-321	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8405	-7.17528	4.86506	2.41056	-0.517547	radar	1.29445e-321	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0019	-7.0851	4.77004	2.40853	-0.492751	lidar	1.30433e-321	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1692	-6.90155	4.77973	2.36737	-0.525353	radar	1.29445e-321	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3298	-6.64772	4.86221	2.30872	-0.562071	lidar	1.30433e-321	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4973	-6.47053	4.85902	2.27409	-0.589355	radar	1.29445e-321	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5944	-6.33181	4.74666	2.24616	-0.592478	lidar	1.30433e-321	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7359	-6.14284	4.74578	2.21697	-0.588025	radar	1.29445e-321	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9185	-5.93927	4.80072	2.19571	-0.575536	lidar	1.30433e-321	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0499	-5.73427	4.80732	2.16718	-0.566034	radar	1.29445e-321	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1827	-5.564	4.77046	2.14801	-0.556598	lidar	1.30433e-321	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3373	-5.37903	4.77824	2.14864	-0.49157	radar	1.29445e-321	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4825	-5.15596	4.82037	2.1235	-0.490507	lidar	1.30433e-321	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6144	-4.97882	4.79434	2.12569	-0.426927	radar	1.29445e-321	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7306	-4.80867	4.74254	2.11095	-0.420742	lidar	1.30433e-321	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8504	-4.60269	4.74557	2.09174	-0.414121	radar	1.29445e-321	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9645	-4.36057	4.79154	2.06168	-0.424211	lidar	1.30433e-321	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0711	-4.13832	4.79183	2.00503	-0.530397	radar	1.29445e-321	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1619	-3.85393	4.87715	1.96071	-0.549644	lidar	1.30433e-321	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2349	-3.6154	4.88029	1.90021	-0.638981	radar	1.29445e-321	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2606	-3.34739	4.90034	1.8439	-0.667404	lidar	1.30433e-321	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3112	-3.10394	4.90428	1.79734	-0.699029	radar	1.29445e-321	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3321	-2.86835	4.8824	1.75242	-0.711918	lidar	1.30433e-321	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3928	-2.64349	4.8668	1.73726	-0.667004	radar	1.29445e-321	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4676	-2.48965	4.75654	1.72899	-0.644254	lidar	1.30433e-321	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.525	-2.25456	4.76325	1.71985	-0.587224	radar	1.29445e-321	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5745	-2.05842	4.71053	1.70113	-0.577558	lidar	1.30433e-321	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6066	-1.82152	4.71445	1.68731	-0.531523	radar	1.29445e-321	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6047	-1.57329	4.72725	1.6496	-0.544158	lidar	1.30433e-321	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6008	-1.34414	4.71492	1.60322	-0.592695	radar	1.29445e-321	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6041	-1.11742	4.70123	1.57379	-0.593007	lidar	1.30433e-321	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6343	-0.892647	4.69086	1.56194	-0.563373	radar	1.29445e-321	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6461	-0.642065	4.71899	1.53987	-0.554982	lidar	1.30433e-321	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6327	-0.401293	4.7318	1.49742	-0.599687	radar	1.29445e-321	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5868	-0.107741	4.8192	1.45668	-0.609087	lidar	1.30433e-321	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5678	0.130933	4.82182	1.42722	-0.615752	radar	1.29445e-321	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5443	0.422458	4.90527	1.4028	-0.604808	lidar	1.30433e-321	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5334	0.661632	4.89407	1.40028	-0.542255	radar	1.29445e-321	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5274	0.943139	4.95594	1.38965	-0.520527	lidar	1.30433e-321	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4897	1.20412	4.97339	1.38915	-0.445795	radar	1.29445e-321	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4351	1.44134	4.9638	1.36387	-0.449582	lidar	1.30433e-321	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.395	1.66136	4.92486	1.3519	-0.424335	radar	1.29445e-321	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3426	1.87299	4.88128	1.33027	-0.425953	lidar	1.30433e-321	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2725	2.10402	4.87919	1.29643	-0.459029	radar	1.29445e-321	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2119	2.29806	4.81647	1.27345	-0.460506	lidar	1.30433e-321	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1485	2.52684	4.80762	1.26417	-0.423007	radar	1.29445e-321	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0718	2.76857	4.82867	1.24362	-0.42179	lidar	1.30433e-321	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9745	2.99017	4.838	1.19134	-0.509066	radar	1.29445e-321	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8731	3.26742	4.92227	1.16861	-0.503764	lidar	1.30433e-321	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.79	3.49723	4.92504	1.14813	-0.501947	radar	1.29445e-321	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6838	3.69832	4.8931	1.11913	-0.507509	lidar	1.30433e-321	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5669	3.90593	4.8822	1.08633	-0.523189	radar	1.29445e-321	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4995	4.08632	4.81035	1.07232	-0.511054	lidar	1.30433e-321	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3764	4.28821	4.80265	1.04233	-0.519037	radar	1.29445e-321	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2155	4.50493	4.83767	1.00518	-0.531279	lidar	1.30433e-321	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0658	4.70217	4.82676	0.985568	-0.493747	radar	1.29445e-321	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9473	4.89614	4.80932	0.965688	-0.48858	lidar	1.30433e-321	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7911	5.08689	4.81082	0.935815	-0.491775	radar	1.29445e-321	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6228	5.29995	4.8553	0.908121	-0.493935	lidar	1.30433e-321	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4505	5.47568	4.8649	0.859072	-0.552323	radar	1.29445e-321	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2623	5.6473	4.86988	0.820104	-0.565862	lidar	1.30433e-321	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0972	5.80711	4.85489	0.781855	-0.592932	radar	1.29445e-321	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.922	5.96697	4.84432	0.749617	-0.596545	lidar	1.30433e-321	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7798	6.15823	4.80438	0.773471	-0.461914	radar	1.29445e-321	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6132	6.31432	4.78651	0.749521	-0.463758	lidar	1.30433e-321	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.464	6.49203	4.76841	0.75212	-0.407389	radar	1.29445e-321	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2413	6.71529	4.88602	0.737792	-0.39562	lidar	1.30433e-321	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0445	6.85747	4.86981	0.711202	-0.396545	radar	1.29445e-321	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8326	7.03081	4.91324	0.689383	-0.397712	lidar	1.30433e-321	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.619	7.16388	4.92114	0.646923	-0.444049	radar	1.29445e-321	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4351	7.30966	4.90764	0.628232	-0.440167	lidar	1.30433e-321	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2049	7.43181	4.94847	0.56777	-0.53494	radar	1.29445e-321	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0236	7.59472	4.95561	0.559522	-0.512152	lidar	1.30433e-321	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8397	7.76969	4.94759	0.576318	-0.420663	radar	1.29445e-321	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6329	7.91261	4.95689	0.559451	-0.415182	lidar	1.30433e-321	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4413	8.04943	4.93646	0.551224	-0.389553	radar	1.29445e-321	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2163	8.08248	4.85446	0.493445	-0.439351	lidar	1.30433e-321	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0238	8.24456	4.83797	0.520852	-0.3263	radar	1.29445e-321	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8474	8.39832	4.83491	0.525379	-0.300083	lidar	1.30433e-321	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6044	8.50527	4.88425	0.480656	-0.371267	radar	1.29445e-321	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3561	8.64259	4.94484	0.466289	-0.364749	lidar	1.30433e-321	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.156	8.77936	4.91985	0.48101	-0.289049	radar	1.29445e-321	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9588	8.88039	4.88472	0.466128	-0.29025	lidar	1.30433e-321	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7571	9.00481	4.86096	0.474743	-0.235498	radar	1.29445e-321	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.537	9.07471	4.82902	0.446254	-0.256775	lidar	1.30433e-321	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2948	9.18111	4.87484	0.420765	-0.291015	radar	1.29445e-321	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0102	9.26963	4.94079	0.391609	-0.308303	lidar	1.30433e-321	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7917	9.35348	4.92718	0.370144	-0.324327	radar	1.29445e-321	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.45424	4.96805	0.355669	-0.321418	lidar	1.30433e-321	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2719	9.47891	4.9968	0.28523	-0.436534	radar	1.29445e-321	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9802	9.60835	5.11029	0.282319	-0.41016	lidar	1.30433e-321	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7347	9.70391	5.10101	0.29017	-0.341136	radar	1.29445e-321	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.46	9.81209	5.16683	0.285569	-0.32358	lidar	1.30433e-321	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2114	9.88936	5.17537	0.27019	-0.326231	radar	1.29445e-321	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9396	10.0137	5.24438	0.276195	-0.296486	lidar	1.30433e-321	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6837	10.0813	5.24898	0.25914	-0.301117	radar	1.29445e-321	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4363	10.188	5.26824	0.26229	-0.278004	lidar	1.30433e-321	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1784	10.2563	5.28125	0.244033	-0.292831	radar	1.29445e-321	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9441	10.2765	5.22492	0.213793	-0.313046	lidar	1.30433e-321	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6952	10.3447	5.2138	0.211908	-0.281812	radar	1.29445e-321	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4751	10.3334	5.12752	0.173153	-0.31424	lidar	1.30433e-321	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1813	10.3524	5.20555	0.124798	-0.394068	radar	1.29445e-321	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9202	10.4063	5.22276	0.115261	-0.380676	lidar	1.30433e-321	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6754	10.4472	5.16069	0.12832	-0.28952	radar	1.29445e-321	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4336	10.4087	5.10597	0.0835156	-0.330314	lidar	1.30433e-321	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1731	10.4351	5.1108	0.0736939	-0.314098	radar	1.29445e-321	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8659	10.5929	5.24806	0.120267	-0.228694	lidar	1.30433e-321	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6065	10.6622	5.23478	0.145272	-0.145517	radar	1.29445e-321	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3587	10.659	5.20131	0.120365	-0.168764	lidar	1.30433e-321	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0943	10.6837	5.2156	0.104394	-0.187752	radar	1.29445e-321	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8394	10.7808	5.24062	0.126237	-0.147747	lidar	1.30433e-321	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5719	10.8337	5.2567	0.130646	-0.12707	radar	1.29445e-321	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3394	10.7973	5.18665	0.0949974	-0.163988	lidar	1.30433e-321	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0798	10.8372	5.18478	0.101312	-0.130839	radar	1.29445e-321	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8341	10.9024	5.18453	0.112053	-0.108958	lidar	1.30433e-321	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5558	10.922	5.21584	0.0987089	-0.126061	radar	1.29445e-321	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3282	10.9355	5.16561	0.0882535	-0.131157	lidar	1.30433e-321	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0659	10.8592	5.1956	-0.00718773	-0.335306	radar	1.29445e-321	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.776	10.8271	5.22916	-0.0361331	-0.350289	lidar	1.30433e-321	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
