time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010467250000	-10.5218	10.8237	5.21486	-0.0461145	-0.332797	radar	1.29445e-321	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2887	10.8151	5.17728	-0.0608026	-0.330974	lidar	1.30433e-321	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0376	10.8771	5.12696	-0.00687029	-0.170005	radar	1.29445e-321	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77698	10.9255	5.14823	0.00742641	-0.139633	lidar	1.30433e-321	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54527	10.9056	5.10284	-0.00790375	-0.147852	radar	1.29445e-321	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28516	10.9323	5.1187	-0.00231589	-0.131141	lidar	1.30433e-321	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03836	10.9127	5.09461	-0.0124159	-0.126736	radar	1.29445e-321	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77472	10.945	5.11776	-0.00301341	-0.106884	lidar	1.30433e-321	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53449	10.9007	5.08422	-0.0276212	-0.131727	radar	1.29445e-321	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36773	10.8208	4.93646	-0.0670474	-0.172195	lidar	1.30433e-321	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1149	10.8356	4.93862	-0.0510253	-0.120525	radar	1.29445e-321	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78236	10.882	5.08084	-0.0282269	-0.0836189	lidar	1.30433e-321	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51839	10.8836	5.08565	-0.0166129	-0.0415519	radar	1.29445e-321	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24464	10.8721	5.11376	-0.0211129	-0.044722	lidar	1.30433e-321	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00336	10.9076	5.08125	0.0138893	0.0411206	radar	1.29445e-321	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
